Sample,Temp 1,Temp 2,Temp 3,Rate 1,Rate 2,Rate 3,Thick 1,Thick 2,Thick 3,Pressure
47,96.2,20.4,31.7,-0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
48,96.7,20.4,32.0,-0.0,0.0,-0.0,-0.002,0.0,-0.003,2.49e-06
49,97.2,20.4,32.3,-0.0,0.0,0.0,-0.002,0.0,-0.003,2.49e-06
50,97.7,20.4,32.7,0.0,0.0,0.02,-0.002,0.0,-0.003,2.49e-06
51,98.2,20.4,33.0,-0.0,0.0,0.0,-0.002,0.0,-0.003,2.49e-06
52,98.6,20.4,33.3,0.0,0.0,-0.01,-0.002,0.0,-0.003,2.49e-06
53,99.1,20.4,33.6,0.0,0.0,0.0,-0.002,0.0,-0.003,2.49e-06
54,99.6,20.4,34.0,-0.0,0.0,-0.01,-0.002,0.0,-0.003,2.49e-06
55,100.1,20.4,34.4,-0.0,0.0,-0.0,-0.002,0.0,-0.003,2.49e-06
56,100.6,20.4,34.7,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
57,101.0,20.4,35.1,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
58,101.6,20.4,35.4,0.0,0.0,0.0,-0.002,0.0,-0.003,2.49e-06
59,102.0,20.4,35.8,-0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
60,102.5,20.4,36.2,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
61,103.0,20.4,36.6,0.0,0.0,-0.0,-0.002,0.0,-0.003,2.49e-06
62,103.5,20.4,37.0,-0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
63,104.0,20.4,37.4,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
64,104.5,20.4,37.8,0.0,0.0,0.0,-0.002,0.0,-0.003,2.49e-06
65,105.0,20.4,38.3,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
66,105.5,20.4,38.7,0.0,0.0,0.01,-0.002,0.0,-0.003,2.49e-06
67,106.0,20.4,39.1,-0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
68,106.5,20.4,39.5,-0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
69,106.9,20.4,40.0,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
70,107.4,20.4,40.4,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
71,107.9,20.4,40.8,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
72,108.4,20.4,41.2,0.0,0.0,0.0,-0.002,0.0,-0.003,2.48e-06
73,108.9,20.4,41.6,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
74,109.4,20.4,42.0,-0.0,0.0,0.0,-0.002,0.0,-0.003,2.48e-06
75,109.9,20.4,42.4,-0.0,0.0,0.0,-0.002,0.0,-0.003,2.48e-06
76,110.4,20.4,42.8,0.0,0.0,0.01,-0.002,0.0,-0.003,2.47e-06
77,110.9,20.4,43.2,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
78,111.3,20.4,43.5,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
79,111.8,20.4,43.9,0.0,0.0,0.01,-0.002,0.0,-0.003,2.47e-06
80,112.3,20.4,44.3,0.0,0.0,-0.0,-0.002,0.0,-0.003,2.48e-06
81,112.8,20.4,44.7,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
82,113.3,20.4,45.0,0.0,0.0,0.02,-0.002,0.0,-0.003,2.48e-06
83,113.8,20.4,45.4,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
84,114.3,20.4,45.8,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
85,114.7,20.4,46.2,0.0,0.0,0.0,-0.002,0.0,-0.003,2.48e-06
86,115.3,20.4,46.6,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
87,115.7,20.4,47.0,0.0,0.0,0.02,-0.002,0.0,-0.003,2.48e-06
88,116.2,20.4,47.5,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
89,116.7,20.4,47.9,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
90,117.2,20.4,48.3,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
91,117.8,20.4,48.8,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
92,118.2,20.4,49.2,0.0,0.0,0.01,-0.002,0.0,-0.003,2.48e-06
93,118.7,20.4,49.6,0.0,0.0,-0.01,-0.002,0.0,-0.003,2.48e-06
94,119.2,20.4,50.0,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
95,119.7,20.4,50.4,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
96,120.2,20.4,50.8,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
97,120.6,20.4,51.3,0.0,0.0,0.0,-0.002,0.0,-0.002,2.48e-06
98,121.1,20.4,51.6,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
99,121.6,20.4,52.1,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
100,122.1,20.4,52.5,0.0,0.0,0.02,-0.002,0.0,-0.002,2.48e-06
101,122.6,20.4,53.0,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
102,123.1,20.4,53.4,0.0,0.0,0.0,-0.002,0.0,-0.002,2.48e-06
103,123.5,20.4,53.8,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
104,124.1,20.4,54.2,0.0,0.0,0.01,-0.002,0.0,-0.002,2.48e-06
105,124.6,20.4,54.7,0.0,0.0,0.02,-0.002,0.0,-0.002,2.48e-06
106,125.0,20.4,55.1,-0.0,0.0,0.02,-0.002,0.0,-0.002,2.47e-06
107,125.5,20.4,55.6,0.0,0.0,0.02,-0.002,0.0,-0.002,2.47e-06
108,126.0,20.4,56.0,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
109,126.5,20.4,56.4,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
110,127.0,20.4,56.9,0.0,0.0,0.0,-0.002,0.0,-0.002,2.47e-06
111,127.4,20.4,57.3,0.0,0.0,0.0,-0.002,0.0,-0.002,2.47e-06
112,127.9,20.4,57.8,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
113,128.4,20.4,58.2,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
114,128.9,20.4,58.7,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
115,129.4,20.4,59.2,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
116,129.8,20.4,59.6,0.0,0.0,0.01,-0.002,0.0,-0.002,2.47e-06
117,130.3,20.4,60.1,0.0,0.0,0.01,-0.002,0.0,-0.002,2.46e-06
118,130.8,20.4,60.5,0.0,0.0,0.0,-0.002,0.0,-0.002,2.46e-06
119,131.3,20.4,60.9,0.0,0.0,0.01,-0.002,0.0,-0.002,2.46e-06
120,131.8,20.4,61.4,0.0,0.0,0.01,-0.002,0.0,-0.002,2.46e-06
121,132.2,20.4,61.9,0.01,0.0,0.01,-0.002,0.0,-0.002,2.46e-06
122,132.7,20.4,62.3,0.0,0.0,0.0,-0.002,0.0,-0.002,2.46e-06
123,133.2,20.4,62.7,0.0,0.0,0.01,-0.002,0.0,-0.002,2.46e-06
124,133.7,20.4,63.2,0.0,0.0,0.01,-0.001,0.0,-0.002,2.46e-06
125,134.2,20.4,63.6,0.0,0.0,0.01,-0.001,0.0,-0.002,2.46e-06
126,134.7,20.4,64.1,0.0,0.0,0.01,-0.001,0.0,-0.002,2.46e-06
127,135.1,20.4,64.6,0.0,0.0,0.01,-0.001,0.0,-0.002,2.46e-06
128,135.6,20.4,65.0,0.0,0.0,0.0,-0.001,0.0,-0.002,2.45e-06
129,136.1,20.4,65.4,0.0,0.0,-0.0,-0.001,0.0,-0.001,2.45e-06
130,136.6,20.4,65.9,0.0,0.0,0.02,-0.001,0.0,-0.001,2.45e-06
131,137.1,20.4,66.3,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
132,137.6,20.4,66.8,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
133,138.1,20.4,67.3,0.0,0.0,-0.0,-0.001,0.0,-0.001,2.45e-06
134,138.5,20.4,67.7,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
135,139.0,20.4,68.1,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
136,139.5,20.4,68.6,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
137,140.0,20.4,69.0,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
138,140.5,20.4,69.5,0.0,0.0,0.01,-0.001,0.0,-0.001,2.45e-06
139,141.0,20.4,69.9,0.0,0.0,0.01,-0.001,0.0,-0.001,2.44e-06
140,141.4,20.4,70.4,0.0,0.0,0.02,-0.001,0.0,-0.001,2.44e-06
141,142.0,20.4,70.9,0.0,0.0,0.0,-0.001,0.0,-0.001,2.44e-06
142,142.5,20.4,71.3,0.0,0.0,0.01,-0.001,0.0,-0.001,2.44e-06
143,143.0,20.4,71.8,0.0,0.0,-0.0,-0.001,0.0,-0.001,2.44e-06
144,143.5,20.4,72.2,0.0,0.0,0.03,-0.001,0.0,-0.001,2.44e-06
145,143.9,20.4,72.7,0.0,0.0,0.01,-0.001,0.0,-0.001,2.44e-06
146,144.4,20.4,73.1,0.0,0.0,0.01,-0.001,0.0,-0.001,2.44e-06
147,144.9,20.4,73.5,0.0,0.0,0.02,-0.001,0.0,-0.001,2.44e-06
148,145.4,20.4,73.9,0.0,0.0,-0.0,-0.001,0.0,-0.001,2.44e-06
149,145.9,20.4,74.3,0.0,0.0,0.01,-0.001,0.0,-0.001,2.43e-06
150,146.3,20.4,74.8,0.0,0.0,0.01,-0.001,0.0,-0.001,2.43e-06
151,146.8,20.4,75.2,0.0,0.0,0.0,-0.001,0.0,-0.001,2.43e-06
152,147.3,20.4,75.6,0.0,0.0,0.02,-0.001,0.0,-0.001,2.43e-06
153,147.8,20.4,76.0,0.0,0.0,0.01,-0.001,0.0,-0.001,2.43e-06
154,148.3,20.4,76.4,0.0,0.0,0.0,-0.001,0.0,-0.001,2.43e-06
155,148.8,20.4,76.8,0.0,0.0,0.01,-0.001,0.0,-0.001,2.43e-06
156,149.2,20.4,77.2,0.0,0.0,0.01,-0.001,0.0,-0.001,2.43e-06
157,149.7,20.4,77.6,0.0,0.0,-0.0,-0.001,0.0,-0.001,2.43e-06
158,150.2,20.4,78.0,0.0,0.0,0.02,-0.001,0.0,-0.0,2.43e-06
159,150.7,20.4,78.4,0.0,0.0,0.03,-0.001,0.0,-0.0,2.43e-06
160,151.2,20.4,78.8,0.0,0.0,0.02,-0.001,0.0,-0.0,2.43e-06
161,151.7,20.4,79.3,0.0,0.0,0.01,-0.001,0.0,-0.0,2.43e-06
162,152.2,20.5,79.7,0.0,0.0,0.01,-0.001,0.0,-0.0,2.43e-06
163,152.6,20.5,80.1,0.0,0.0,0.02,-0.001,0.0,-0.0,2.43e-06
164,153.1,20.5,80.5,0.0,0.0,0.01,-0.001,0.0,-0.0,2.43e-06
165,153.6,20.5,80.9,0.0,0.0,0.0,-0.001,0.0,-0.0,2.43e-06
166,154.1,20.5,81.3,-0.0,0.0,0.02,-0.001,0.0,-0.0,2.42e-06
167,154.5,20.5,81.7,0.01,0.0,0.02,-0.001,0.0,-0.0,2.42e-06
168,155.1,20.5,82.1,0.0,0.0,0.02,-0.001,0.0,-0.0,2.42e-06
169,155.5,20.5,82.5,0.0,0.0,0.01,-0.001,0.0,-0.0,2.42e-06
170,156.0,20.5,82.9,0.0,0.0,0.03,-0.001,0.0,-0.0,2.42e-06
171,156.5,20.5,83.3,0.0,0.0,0.01,-0.001,0.0,-0.0,2.42e-06
172,157.0,20.5,83.7,0.0,0.0,0.02,-0.001,0.0,-0.0,2.42e-06
173,157.5,20.5,84.1,0.0,0.0,0.01,-0.001,0.0,0.0,2.42e-06
174,158.0,20.5,84.4,-0.0,0.0,0.02,-0.001,0.0,0.0,2.42e-06
175,158.4,20.5,84.8,0.0,0.0,0.01,-0.001,0.0,0.0,2.42e-06
176,158.9,20.5,85.2,0.0,0.0,0.01,-0.001,0.0,0.0,2.42e-06
177,159.4,20.5,85.6,0.0,0.0,0.02,-0.001,0.0,0.0,2.42e-06
178,159.9,20.5,85.9,0.0,0.0,0.01,-0.001,0.0,0.0,2.42e-06
179,160.4,20.5,86.4,0.0,0.0,0.02,-0.001,0.0,0.0,2.42e-06
180,160.9,20.5,86.7,0.0,0.0,0.02,-0.001,0.0,0.0,2.42e-06
181,161.4,20.5,87.1,0.0,0.0,0.0,-0.001,0.0,0.0,2.42e-06
182,161.8,20.5,87.5,-0.0,0.0,0.02,-0.001,0.0,0.0,2.42e-06
183,162.4,20.5,87.9,0.01,0.0,0.02,-0.001,0.0,0.0,2.42e-06
184,162.8,20.5,88.2,0.0,0.0,0.01,-0.001,0.0,0.0,2.41e-06
185,163.3,20.5,88.6,0.0,0.0,0.01,-0.001,0.0,0.0,2.41e-06
186,163.8,20.5,88.9,0.0,0.0,0.0,-0.001,0.0,0.0,2.41e-06
187,164.2,20.5,89.3,0.0,0.0,0.01,-0.001,0.0,0.0,2.41e-06
188,164.8,20.5,89.6,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
189,165.2,20.5,90.0,0.01,0.0,0.01,-0.001,0.0,0.001,2.41e-06
190,165.7,20.5,90.4,0.0,0.0,0.0,-0.001,0.0,0.001,2.41e-06
191,166.2,20.5,90.7,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
192,166.7,20.5,91.0,0.0,0.0,0.02,-0.001,0.0,0.001,2.41e-06
193,167.2,20.5,91.3,0.0,0.0,0.02,-0.001,0.0,0.001,2.41e-06
194,167.7,20.5,91.7,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
195,168.2,20.5,92.0,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
196,168.6,20.5,92.4,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
197,169.1,20.5,92.7,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
198,169.6,20.5,93.1,0.0,0.0,0.03,-0.001,0.0,0.001,2.41e-06
199,170.1,20.5,93.4,0.0,0.0,0.0,-0.001,0.0,0.001,2.41e-06
200,170.6,20.5,93.7,0.0,0.0,0.02,-0.001,0.0,0.001,2.41e-06
201,171.1,20.5,94.1,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
202,171.5,20.5,94.4,-0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
203,172.0,20.5,94.7,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
204,172.5,20.5,95.1,0.0,0.0,0.0,-0.001,0.0,0.001,2.41e-06
205,173.0,20.5,95.4,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
206,173.5,20.5,95.7,0.0,0.0,-0.0,-0.001,0.0,0.001,2.41e-06
207,173.9,20.5,96.1,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
208,174.4,20.5,96.4,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
209,174.9,20.5,96.7,0.0,0.0,0.02,-0.001,0.0,0.001,2.41e-06
210,175.4,20.5,97.0,0.0,0.0,-0.0,-0.001,0.0,0.001,2.41e-06
211,175.9,20.5,97.3,0.0,0.0,0.02,-0.001,0.0,0.001,2.41e-06
212,176.4,20.5,97.6,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
213,176.8,20.5,98.0,0.0,0.0,0.01,-0.001,0.0,0.001,2.41e-06
214,177.3,20.5,98.3,0.01,0.0,0.01,-0.001,0.0,0.001,2.41e-06
215,177.8,20.5,98.6,0.0,0.0,0.02,-0.001,0.0,0.001,2.4e-06
216,178.3,20.5,98.9,0.0,0.0,0.02,-0.001,0.0,0.001,2.4e-06
217,178.8,20.5,99.2,0.0,0.0,0.01,-0.001,0.0,0.001,2.4e-06
218,179.3,20.5,99.5,0.0,0.0,0.0,-0.001,0.0,0.002,2.4e-06
219,179.7,20.5,99.8,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
220,180.2,20.5,100.2,0.0,0.0,0.01,-0.001,0.0,0.002,2.41e-06
221,180.7,20.5,100.5,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
222,181.2,20.5,100.8,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
223,181.7,20.5,101.1,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
224,182.2,20.5,101.4,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
225,182.6,20.6,101.7,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
226,183.1,20.6,102.0,0.0,0.0,0.0,-0.001,0.0,0.002,2.4e-06
227,183.6,20.6,102.3,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
228,184.1,20.6,102.6,-0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
229,184.5,20.6,103.0,0.0,0.0,0.0,-0.001,0.0,0.002,2.4e-06
230,185.1,20.6,103.3,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
231,185.5,20.6,103.6,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
232,186.0,20.6,103.9,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
233,186.5,20.6,104.2,0.0,0.0,0.0,-0.001,0.0,0.002,2.4e-06
234,187.0,20.6,104.5,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
235,187.5,20.6,104.8,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
236,187.9,20.6,105.1,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
237,188.5,20.6,105.4,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
238,188.9,20.6,105.7,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
239,189.4,20.6,106.0,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
240,189.9,20.6,106.2,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
241,190.4,20.6,106.6,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
242,190.8,20.6,106.9,0.0,0.0,0.0,-0.001,0.0,0.002,2.4e-06
243,191.3,20.6,107.1,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
244,191.8,20.6,107.4,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
245,192.3,20.6,107.7,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
246,192.8,20.6,108.0,0.0,0.0,0.01,-0.001,0.0,0.002,2.4e-06
247,193.3,20.6,108.3,0.0,0.0,0.02,-0.001,0.0,0.002,2.4e-06
248,193.7,20.6,108.5,0.0,0.0,0.02,-0.001,0.0,0.003,2.4e-06
249,194.2,20.6,108.8,0.0,0.0,0.01,-0.001,0.0,0.003,2.4e-06
250,194.7,20.6,109.0,0.01,0.0,0.02,-0.001,0.0,0.003,2.4e-06
251,195.2,20.6,109.3,0.0,0.0,0.01,-0.001,0.0,0.003,2.4e-06
252,195.7,20.6,109.6,0.0,0.0,0.02,-0.001,0.0,0.003,2.4e-06
253,196.1,20.6,109.8,0.0,0.0,0.01,-0.001,0.0,0.003,2.4e-06
254,196.6,20.6,110.1,-0.0,0.0,0.01,-0.001,0.0,0.003,2.4e-06
255,197.1,20.6,110.4,0.0,0.0,0.0,-0.001,0.0,0.003,2.4e-06
256,197.6,20.6,110.6,0.0,0.0,0.02,-0.0,0.0,0.003,2.4e-06
257,198.0,20.6,110.9,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
258,198.5,20.6,111.1,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
259,199.0,20.6,111.4,-0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
260,199.5,20.6,111.6,0.0,0.0,0.02,-0.0,0.0,0.003,2.4e-06
261,200.0,20.6,111.9,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
262,200.5,20.6,112.1,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
263,200.9,20.6,112.4,0.0,0.0,0.0,-0.0,0.0,0.003,2.4e-06
264,201.4,20.6,112.7,0.0,0.0,0.02,-0.0,0.0,0.003,2.4e-06
265,201.9,20.6,113.0,-0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
266,202.4,20.6,113.2,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
267,202.8,20.6,113.5,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
268,203.3,20.6,113.7,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
269,203.8,20.6,113.9,0.0,0.0,0.0,-0.0,0.0,0.003,2.4e-06
270,204.3,20.6,114.1,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
271,204.8,20.6,114.4,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
272,205.3,20.6,114.6,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
273,205.7,20.6,114.9,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
274,206.2,20.6,115.1,0.01,0.0,0.01,-0.0,0.0,0.003,2.4e-06
275,206.7,20.6,115.4,0.0,0.0,0.02,-0.0,0.0,0.003,2.4e-06
276,207.1,20.6,115.6,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
277,207.6,20.6,115.8,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
278,208.1,20.6,116.1,0.0,0.0,0.01,-0.0,0.0,0.003,2.4e-06
279,208.6,20.6,116.3,-0.0,0.0,0.02,-0.0,0.0,0.004,2.4e-06
280,209.1,20.6,116.5,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
281,209.6,20.6,116.7,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
282,210.1,20.7,117.0,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
283,210.5,20.6,117.2,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
284,211.0,20.7,117.3,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
285,211.5,20.7,117.5,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
286,212.0,20.7,117.7,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
287,212.4,20.7,117.9,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
288,212.9,20.7,118.0,0.0,0.0,0.02,-0.0,0.0,0.004,2.4e-06
289,213.4,20.7,118.2,-0.0,0.0,0.02,-0.0,0.0,0.004,2.39e-06
290,213.9,20.7,118.4,0.0,0.0,0.01,-0.0,0.0,0.004,2.4e-06
291,214.4,20.7,118.6,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
292,214.8,20.7,118.8,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
293,215.3,20.7,119.0,0.0,0.0,0.01,-0.0,0.0,0.004,2.39e-06
294,215.8,20.7,119.1,0.0,0.0,0.02,-0.0,0.0,0.004,2.39e-06
