Sample,Temp 1,Temp 2,Temp 3,Rate 1,Rate 2,Rate 3,Thick 1,Thick 2,Thick 3,Pressure
65,20.5,20.6,120.9,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
66,20.5,20.7,120.6,-0.0,0.0,0.0,0.0,0.0,0.126,2.35e-06
67,20.5,20.7,120.4,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
68,20.5,20.6,120.1,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
69,20.5,20.6,119.9,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
70,20.5,20.7,119.7,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
71,20.5,20.6,119.4,0.0,0.0,0.02,0.0,0.0,0.126,2.35e-06
72,20.5,20.7,119.2,0.0,0.0,0.01,0.0,0.0,0.126,2.35e-06
73,20.5,20.7,119.0,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
74,20.5,20.7,118.7,0.0,0.0,0.02,0.0,0.0,0.127,2.35e-06
75,20.5,20.7,118.5,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
76,20.5,20.7,118.3,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
77,20.5,20.7,118.0,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
78,20.5,20.7,117.8,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
79,20.5,20.7,117.6,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
80,20.5,20.7,117.4,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
81,20.5,20.7,117.2,0.0,0.0,0.02,0.0,0.0,0.127,2.35e-06
82,20.5,20.7,116.9,0.0,0.0,0.02,0.0,0.0,0.127,2.35e-06
83,20.5,20.7,116.7,0.0,0.0,0.0,0.0,0.0,0.127,2.35e-06
84,20.5,20.7,116.5,0.0,0.0,0.01,0.0,0.0,0.127,2.35e-06
85,20.5,20.7,116.3,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
86,20.5,20.7,116.1,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
87,20.5,20.7,115.8,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
88,20.5,20.7,115.6,0.0,0.0,0.0,0.001,0.0,0.127,2.35e-06
89,20.5,20.7,115.4,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
90,20.5,20.7,115.2,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
91,20.5,20.7,115.0,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
92,20.5,20.7,114.8,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
93,20.5,20.7,114.5,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
94,20.5,20.7,114.3,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
95,20.5,20.7,114.1,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
96,20.5,20.7,113.9,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
97,20.5,20.7,113.7,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
98,20.5,20.7,113.5,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
99,20.5,20.7,113.2,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
100,20.5,20.7,113.0,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
101,20.5,20.7,112.8,0.0,0.0,0.02,0.001,0.0,0.127,2.35e-06
102,20.5,20.7,112.6,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
103,20.5,20.7,112.4,0.0,0.0,0.01,0.001,0.0,0.127,2.35e-06
104,20.5,20.7,112.1,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
105,20.5,20.7,111.9,0.0,0.0,0.0,0.001,0.0,0.128,2.35e-06
106,20.5,20.7,111.7,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
107,20.5,20.7,111.5,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
108,20.5,20.7,111.3,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
109,20.5,20.7,111.0,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
110,20.5,20.7,110.8,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
111,20.5,20.7,110.6,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
112,20.5,20.7,110.4,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
113,20.5,20.7,110.2,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
114,20.5,20.7,109.9,0.0,0.0,-0.0,0.001,0.0,0.128,2.35e-06
115,20.5,20.7,109.7,0.0,0.0,0.0,0.001,0.0,0.128,2.35e-06
116,20.5,20.7,109.5,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
117,20.5,20.7,109.3,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
118,20.5,20.7,109.1,0.0,0.0,0.0,0.001,0.0,0.128,2.35e-06
119,20.5,20.7,108.9,-0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
120,20.5,20.7,108.7,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
121,20.5,20.7,108.4,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
122,20.5,20.7,108.2,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
123,20.5,20.8,108.0,-0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
124,20.5,20.8,107.8,0.0,0.0,0.0,0.001,0.0,0.128,2.35e-06
125,20.5,20.8,107.6,-0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
126,20.5,20.8,107.4,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
127,20.5,20.8,107.2,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
128,20.5,20.8,106.9,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
129,20.5,20.8,106.8,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
130,20.5,20.8,106.5,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
131,20.5,20.8,106.3,0.0,0.0,0.01,0.001,0.0,0.128,2.34e-06
132,20.5,20.8,106.1,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
133,20.5,20.8,105.9,0.0,0.0,-0.01,0.001,0.0,0.128,2.35e-06
134,20.5,20.8,105.7,0.0,0.0,0.01,0.001,0.0,0.128,2.35e-06
135,20.5,20.8,105.5,0.0,0.0,0.02,0.001,0.0,0.128,2.35e-06
136,20.5,20.8,105.3,0.0,0.0,0.0,0.001,0.0,0.129,2.35e-06
137,20.5,20.8,105.1,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
138,20.6,20.8,104.9,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
139,20.5,20.8,104.7,0.0,0.0,0.02,0.001,0.0,0.129,2.35e-06
140,20.5,20.8,104.5,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
141,20.5,20.8,104.3,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
142,20.6,20.8,104.1,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
143,20.5,20.8,103.9,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
144,20.6,20.8,103.7,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
145,20.6,20.8,103.5,0.0,0.0,0.02,0.001,0.0,0.129,2.35e-06
146,20.6,20.8,103.3,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
147,20.6,20.8,103.1,0.0,0.0,0.02,0.001,0.0,0.129,2.35e-06
148,20.6,20.8,102.9,-0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
149,20.6,20.8,102.7,0.0,0.0,0.0,0.001,0.0,0.129,2.35e-06
150,20.6,20.8,102.4,0.0,0.0,0.02,0.001,0.0,0.129,2.35e-06
151,20.6,20.8,102.2,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
152,20.6,20.8,102.0,-0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
153,20.6,20.8,101.8,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
154,20.6,20.8,101.6,0.0,0.0,0.02,0.001,0.0,0.129,2.35e-06
155,20.6,20.8,101.4,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
156,20.6,20.8,101.2,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
157,20.6,20.8,101.0,0.0,0.0,0.01,0.001,0.0,0.129,2.35e-06
158,20.6,20.8,100.8,-0.0,0.0,0.0,0.001,0.0,0.129,2.35e-06
